Each;search;id;author;year;journal;title;select;species;strain;strainGrouped;origin;sex;model;mTime;mTimeStart;mTimeEnd;mHours;mHoursAve;mCage;mCageGrouped;mLD;mLDGrouped;mRepetition;mControlGrouped;mDetails;hit2Grouped;hit2Ccomment;nest;testAuthor;testAuthorGrouped;waterTcate;waterT;testDetail;testLength;testHab;testLD;testLDGrouped;ageRange;ageWeek;exclude;varAuthor;varAuthorGrouped;freezingType;retentionInMin;retention;retentionGrouped;direction;directionGrouped;directionAnalysis;dataFrom;effectSizeCorrection;cut_nC;n_notRetriev;nC;meanC;sdC;seC;nE;meanE;sdE;seE;dataType;seqGeneration;baseline;allocation;housing;blindExp;control;outAss;outBlind;incData;;
1518;W;23763285;"Clarke, M; Cai, G; Saleh, S; Buller, KM; Spencer, SJ";2013;JOURNAL OF NEUROENDOCRINOLOGY;Being Suckled in a Large Litter Mitigates the Effects of Early-Life Stress on Hypothalamic-Pituitary-Adrenal Axis Function in the Male Rat;1;rat;wistar;wistar;P;M;M;P10;10;10;24;24;NC;NC;notApplicable;notApplicable;O;split;cross fostering, 10 pups per litter, M:F =1:1;1;isofluorane anaesthesia and Xray absortiometry test 14 days before + forced swim test 7 days before;b;forced swim test;FST;notApplicable;notApplicable;warm water (25-30C).;5min;;L;L;P86;13;;immobility(%) day7;immobilityMem;notApplicable;10080;7d;long;increase;increase;ANOVA;ruler;;;;10;55;;15;10;233;;32;percentage;Y;NS;NS;NS;Y;Y;NS;Y;NS;;
1518;W;23763285;"Clarke, M; Cai, G; Saleh, S; Buller, KM; Spencer, SJ";2013;JOURNAL OF NEUROENDOCRINOLOGY;Being Suckled in a Large Litter Mitigates the Effects of Early-Life Stress on Hypothalamic-Pituitary-Adrenal Axis Function in the Male Rat;1;rat;wistar;wistar;P;M;M;P10;10;10;24;24;NC;NC;notApplicable;notApplicable;O;split;cross fostering, 10 pups per litter, M:F =1:1;1;isofluorane anaesthesia and Xray absortiometry test 7 days before;a;elevated plus maze;EPM;notApplicable;notApplicable;rat placed in center, 50cm elevated;5min;;L;L;P77;11;;time open (%);timeOpen;notApplicable;;notApplicable;notApplicable;ns;ns;ANOVA;ruler;;;;12;32;;14;12;33;;16;percentage;Y;NS;NS;NS;Y;Y;NS;Y;NS;;
1518;W;23763285;"Clarke, M; Cai, G; Saleh, S; Buller, KM; Spencer, SJ";2013;JOURNAL OF NEUROENDOCRINOLOGY;Being Suckled in a Large Litter Mitigates the Effects of Early-Life Stress on Hypothalamic-Pituitary-Adrenal Axis Function in the Male Rat;1;rat;wistar;wistar;P;M;M;P10;10;10;24;24;NC;NC;notApplicable;notApplicable;O;split;cross fostering, 10 pups per litter, M:F =1:1;1;isofluorane anaesthesia and Xray absortiometry test 14 days before + EPM 7 days before;a;elevated plus maze;EPM;;;rat placed in center, 50cm elevated;5min;;L;L;P84;12;1;time open (%);timeOpen;notApplicable;;notApplicable;;ns;ns;ANOVA;ruler;;;;12;112;;27;12;117;;22;percentage;Y;NS;NS;NS;Y;Y;NS;Y;NS;;
1518;W;23763285;"Clarke, M; Cai, G; Saleh, S; Buller, KM; Spencer, SJ";2013;JOURNAL OF NEUROENDOCRINOLOGY;Being Suckled in a Large Litter Mitigates the Effects of Early-Life Stress on Hypothalamic-Pituitary-Adrenal Axis Function in the Male Rat;1;rat;wistar;wistar;P;M;M;P10;10;10;24;24;NC;NC;NA;NA;O;split;cross fostering, 10 pups per litter, M:F =1:1;1;isofluorane anaesthesia and Xray absortiometry test 7 days before;a;elevated plus maze;EPM;;;rat placed in center, 50cm elevated;5min;;L;L;P77;11;1;entries open(%);entriesOpen;notApplicable;;notApplicable;;ns;ns;ANOVA;ruler;;;;12;61;;18;12;31;;7;percentage;Y;NS;NS;NS;Y;Y;NS;Y;NS;;
1518;W;23763285;"Clarke, M; Cai, G; Saleh, S; Buller, KM; Spencer, SJ";2013;JOURNAL OF NEUROENDOCRINOLOGY;Being Suckled in a Large Litter Mitigates the Effects of Early-Life Stress on Hypothalamic-Pituitary-Adrenal Axis Function in the Male Rat;1;rat;wistar;wistar;P;M;M;P10;10;10;24;24;NC;NC;NA;NA;O;split;cross fostering, 10 pups per litter, M:F =1:1;1;isofluorane anaesthesia and Xray absortiometry test 14 days before + EPM 7 days before;a;elevated plus maze;EPM;;;rat placed in center, 50cm elevated;5min;;L;L;P84;12;1;entries open(%);entriesOpen;notApplicable;;notApplicable;;ns;ns;ANOVA;ruler;;;;12;124;;21;12;130;;20;percentage;Y;NS;NS;NS;Y;Y;NS;Y;NS;;
6256;P;23764460;Ringel LE, Basken JN, Grant LM, Ciucci MR.;2013;Behav Brain Res;Dopamine D1 and D2 receptor antagonism effects on rat ultrasonic vocalizations.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1490;W;23769892;"Zugno, AI; de Miranda, IM; Budni, J; Volpato, AM; Luca, RD; Deroza, PF; de Oliveira, MB; Heylmann, AS; Silveira, FD; Wessler, P; Mastella, GA; Cipriano, AL; Quevedo, J";2013;NEUROSCIENCE;EFFECT OF MATERNAL DEPRIVATION ON ACETYLCHOLINESTERASE ACTIVITY AND BEHAVIORAL CHANGES ON THE KETAMINE-INDUCED ANIMAL MODEL OF SCHIZOPHRENIA;1;rat;wistar;wistar;P;M;M;P1-P10;1;10;3;3;HC;HC;NS;NS;RP;NS;female offspring killed at P1;1;other behaviour tests (inhibitory avoidance);a;social interaction;socialInteraction;notApplicable;notApplicable;test consisted of placing two animals of the same experimental group in the open field arena (50x25x50) for 15min. Recorded: latency to the first interaction between animals, number of interactions and total time animals remained together.;15min;ns;NS;NS;>P60;9;;time spent in social interaction;timeInteraction;notApplicable;;notApplicable;notApplicable;;notApplicable;ANOVA;ruler;;;;6;229;;22;6;240;;26;count;Y;Y;NS;NS;NS;NS;NS;NS;NS;;
1490;W;23769892;"Zugno, AI; de Miranda, IM; Budni, J; Volpato, AM; Luca, RD; Deroza, PF; de Oliveira, MB; Heylmann, AS; Silveira, FD; Wessler, P; Mastella, GA; Cipriano, AL; Quevedo, J";2013;NEUROSCIENCE;EFFECT OF MATERNAL DEPRIVATION ON ACETYLCHOLINESTERASE ACTIVITY AND BEHAVIORAL CHANGES ON THE KETAMINE-INDUCED ANIMAL MODEL OF SCHIZOPHRENIA;1;rat;wistar;wistar;P;M;M;P1-P10;1;10;3;3;HC;HC;NS;NS;RP;NS;female offspring killed at P1;1;;a;inhibitory avoidance;stepDownAvoidance;notApplicable;notApplicable;training session: rats placed on platform and latency to step down recorded. After stepping down, the animals received a 0.4mA footshock for 2s. Test session: animals placed on the platform and their latency to step down measured (no footshock given). Test conducted immediately after training, after 1.5 hour (short term memory) and after 24h;;;NS;NS;>P60;9;;latency to step down (prefoot shock);latencyStepDown;notApplicable;;0h;notApplicable;;notApplicable;MEDIAN;notRetrievable;1;;;10;8;;8;10;5;;4;count;Y;Y;NS;NS;NS;NS;NS;NS;NS;;
1490;W;23769892;"Zugno, AI; de Miranda, IM; Budni, J; Volpato, AM; Luca, RD; Deroza, PF; de Oliveira, MB; Heylmann, AS; Silveira, FD; Wessler, P; Mastella, GA; Cipriano, AL; Quevedo, J";2013;NEUROSCIENCE;EFFECT OF MATERNAL DEPRIVATION ON ACETYLCHOLINESTERASE ACTIVITY AND BEHAVIORAL CHANGES ON THE KETAMINE-INDUCED ANIMAL MODEL OF SCHIZOPHRENIA;1;rat;wistar;wistar;P;M;M;P1-P10;1;10;3;3;HC;HC;NS;NS;RP;NS;female offspring killed at P1;1;;a;inhibitory avoidance;stepDownAvoidance;;;training session: rats placed on platform and latency to step down recorded. After stepping down, the animals received a 0.4mA footshock for 2s. Test session: animals placed on the platform and their latency to step down measured (no footshock given). Test conducted immediately after training, after 1.5 hour (short term memory) and after 24h;;;NS;NS;>P60;9;1;latency to step down (5seconds);latencyStepDownMem;notApplicable;;5s;;;notApplicable;MEDIAN;ruler;1;;;10;86;;218;10;10;;11;count;Y;Y;NS;NS;NS;NS;NS;NS;NS;;
1490;W;23769892;"Zugno, AI; de Miranda, IM; Budni, J; Volpato, AM; Luca, RD; Deroza, PF; de Oliveira, MB; Heylmann, AS; Silveira, FD; Wessler, P; Mastella, GA; Cipriano, AL; Quevedo, J";2013;NEUROSCIENCE;EFFECT OF MATERNAL DEPRIVATION ON ACETYLCHOLINESTERASE ACTIVITY AND BEHAVIORAL CHANGES ON THE KETAMINE-INDUCED ANIMAL MODEL OF SCHIZOPHRENIA;1;rat;wistar;wistar;P;M;M;P1-P10;1;10;3;3;HC;HC;NS;NS;RP;NS;female offspring killed at P1;1;;a;inhibitory avoidance;stepDownAvoidance;;;training session: rats placed on platform and latency to step down recorded. After stepping down, the animals received a 0.4mA footshock for 2s. Test session: animals placed on the platform and their latency to step down measured (no footshock given). Test conducted immediately after training, after 1.5 hour (short term memory) and after 24h;;;NS;NS;>P60;9;1;latency to step down (1.5h);latencyStepDownMem;notApplicable;;1.5h;;;notApplicable;MEDIAN;ruler;1;;;10;220;;436;10;16;;17;count;Y;Y;NS;NS;NS;NS;NS;NS;NS;;
1490;W;23769892;"Zugno, AI; de Miranda, IM; Budni, J; Volpato, AM; Luca, RD; Deroza, PF; de Oliveira, MB; Heylmann, AS; Silveira, FD; Wessler, P; Mastella, GA; Cipriano, AL; Quevedo, J";2013;NEUROSCIENCE;EFFECT OF MATERNAL DEPRIVATION ON ACETYLCHOLINESTERASE ACTIVITY AND BEHAVIORAL CHANGES ON THE KETAMINE-INDUCED ANIMAL MODEL OF SCHIZOPHRENIA;1;rat;wistar;wistar;P;M;M;P1-P10;1;10;3;3;HC;HC;NS;NS;RP;NS;female offspring killed at P1;1;;a;inhibitory avoidance;stepDownAvoidance;;;training session: rats placed on platform and latency to step down recorded. After stepping down, the animals received a 0.4mA footshock for 2s. Test session: animals placed on the platform and their latency to step down measured (no footshock given). Test conducted immediately after training, after 1.5 hour (short term memory) and after 24h;;;NS;NS;>P60;9;1;latency to step down (24h);latencyStepDownMem;notApplicable;;24h;;;notApplicable;MEDIAN;ruler;1;;;10;220;;436;10;13;;21;count;Y;Y;NS;NS;NS;NS;NS;NS;NS;;
1552;W;23770328;"Schiller, CE; O'Hara, MW; Rubinow, DR; Johnson, AK";2013;PHYSIOLOGY & BEHAVIOR;Estradiol modulates anhedonia and behavioral despair in rats and negative affect in a subgroup of women at high risk for postpartum depression;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1524;W;23773726;"Park, AJ; Collins, J; Blennerhassett, PA; Ghia, JE; Verdu, EF; Bercik, P; Collins, SM";2013;NEUROGASTROENTEROLOGY AND MOTILITY;Altered colonic function and microbiota profile in a mouse model of chronic depression;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1548;W;23774247;"Liu, XM; Zhao, YL; Gao, EZ; Zhao, X; Liu, Z; Yu, ZG";2013;JOURNAL OF CHROMATOGRAPHY B-ANALYTICAL TECHNOLOGIES IN THE BIOMEDICAL AND LIFE SCIENCES;Pharmacokinetic comparisons of puerarin, daidzin and the glucuronide metabolite of puerarin after administration of total flavonoid from Gegen alone and total flavonoid from Gegen combined with total saponin from Sanqi in rats under different physiological states;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1263;W;23775283;"Bailoo, JD; Jordan, RL; Garza, XJ; Tyler, AN";2014;DEVELOPMENTAL PSYCHOBIOLOGY;Brief and Long Periods of Maternal Separation Affect Maternal Behavior and Offspring Behavioral Development in C57BL/6 Mice;1;mice;C57Bl/6;C57Bl6;M;M;M;P2-P14;2;14;4;4;NC;NC;D;D;RP;AFR;14:10 L:D cycle;0;;a;open field;OF;notApplicable;notApplicable;55x55x55. subjects placed in the center of the arena;5min;;L;L;P60-P70;10;;time spent center (%);timeCenter;notApplicable;;notApplicable;notApplicable;;notApplicable;ANOVA;email;;1;;11;49.00011;16.28247;;11;41.44515;22.91696;;percentage;Y;NS;NS;NS;Y;Y;C;C;Y;;
1263;W;23775283;"Bailoo, JD; Jordan, RL; Garza, XJ; Tyler, AN";2014;DEVELOPMENTAL PSYCHOBIOLOGY;Brief and Long Periods of Maternal Separation Affect Maternal Behavior and Offspring Behavioral Development in C57BL/6 Mice;1;mice;C57Bl/6;C57Bl6;M;M;I;P2-P14;2;14;4;4;NC;NC;D;D;RP;AFR;14:10 L:D cycle;0;;b;open field;OF;notApplicable;notApplicable;55x55x55. subjects placed in the center of the arena;5min;;L;L;P60-P70;10;;time spent center (%);timeCenter;notApplicable;;notApplicable;notApplicable;;notApplicable;ANOVA;email;;1;;11;49.00011;16.28247;;11;34.80517;14.49203;;percentage;Y;NS;NS;NS;Y;Y;C;C;Y;;
1263;W;23775283;"Bailoo, JD; Jordan, RL; Garza, XJ; Tyler, AN";2014;DEVELOPMENTAL PSYCHOBIOLOGY;Brief and Long Periods of Maternal Separation Affect Maternal Behavior and Offspring Behavioral Development in C57BL/6 Mice;1;mice;C57Bl/6;C57Bl6;M;F;M;P2-P14;2;14;4;4;NC;NC;D;D;RP;AFR;14:10 L:D cycle;0;;c;open field;OF;notApplicable;notApplicable;55x55x55. subjects placed in the center of the arena;5min;;L;L;P60-P70;10;;time spent center (%);timeCenter;notApplicable;;notApplicable;notApplicable;;notApplicable;ANOVA;email;;1;;11;42.43217;18.17741;;11;40.55389;19.52483;;percentage;Y;NS;NS;NS;Y;Y;C;C;Y;;
1263;W;23775283;"Bailoo, JD; Jordan, RL; Garza, XJ; Tyler, AN";2014;DEVELOPMENTAL PSYCHOBIOLOGY;Brief and Long Periods of Maternal Separation Affect Maternal Behavior and Offspring Behavioral Development in C57BL/6 Mice;1;mice;C57Bl/6;C57Bl6;M;F;I;P2-P14;2;14;4;4;NC;NC;D;D;RP;AFR;14:10 L:D cycle;0;;d;open field;OF;notApplicable;notApplicable;55x55x55. subjects placed in the center of the arena;5min;;L;L;P60-P70;10;;time spent center (%);timeCenter;notApplicable;;notApplicable;notApplicable;;notApplicable;ANOVA;email;;1;;11;42.43217;18.17741;;11;44.78989;19.98489;;percentage;Y;NS;NS;NS;Y;Y;C;C;Y;;
1263;W;23775283;"Bailoo, JD; Jordan, RL; Garza, XJ; Tyler, AN";2014;DEVELOPMENTAL PSYCHOBIOLOGY;Brief and Long Periods of Maternal Separation Affect Maternal Behavior and Offspring Behavioral Development in C57BL/6 Mice;1;mice;C57Bl/6;C57Bl6;M;M;M;P2-P14;2;14;4;4;NC;NC;D;D;RP;AFR;14:10 L:D cycle;;;a;open field;OF;;;55x55x55. subjects placed in the center of the arena;5min;;L;L;P60-P70;10;1;total distance travelled;distance;notApplicable;;notApplicable;;;notApplicable;ANOVA;;;;;;;;;;;;;count;Y;NS;NS;NS;Y;Y;C;C;Y;;
1263;W;23775283;"Bailoo, JD; Jordan, RL; Garza, XJ; Tyler, AN";2014;DEVELOPMENTAL PSYCHOBIOLOGY;Brief and Long Periods of Maternal Separation Affect Maternal Behavior and Offspring Behavioral Development in C57BL/6 Mice;1;mice;C57Bl/6;C57Bl6;M;F;M;P2-P14;2;14;4;4;NC;NC;D;D;RP;AFR;14:10 L:D cycle;;;c;open field;OF;;;55x55x55. subjects placed in the center of the arena;5min;;L;L;P60-P70;10;1;total distance travelled;distance;notApplicable;;notApplicable;;;notApplicable;ANOVA;;;;;;;;;;;;;count;Y;NS;NS;NS;Y;Y;C;C;Y;;
1579;W;23776596;"Koizumi, H; Kurabayashi, N; Watanabe, Y; Sanada, K";2013;PLOS ONE;Increased Anxiety in Offspring Reared by Circadian Clock Mutant Mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6260;P;23781201;Olivier JD, Vinkers CH, Olivier B.;2013;Front Pharmacol;The role of the serotonergic and GABA system in translational approaches in drug discovery for anxiety disorders.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1527;W;23781957;"Machado, TD; Molle, RD; Laureano, DP; Portella, AK; Werlang, ICR; Benetti, CD; Noschang, C; Silveira, PP";2013;STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS;"Early life stress is associated with anxiety, increased stress responsivity and preference for ""comfort foods"" in adult female rats";1;rat;wistar;wistar;B;F;LNB;P2-P9;2;9;;24;notApplicable;notApplicable;notApplicable;notApplicable;C;AFR;;0;;a;novelty-suppressed feeding test;noveltyFeedDrink;notApplicable;notApplicable;habituation for 4 days in home cage to sweet food. After 16h food deprivation, animals placed in an arena(43x54cm) and onset of chewing recorded;;;L;L;P70;10;;latency to chew;latencyFeed;notApplicable;;notApplicable;notApplicable;;notApplicable;t-test;paper;;;;12;111.3;;50.99;12;194.25;;97.68;count;Y;NS;NS;NS;NS;Y;NS;NS;NS;;
6262;P;23785337;Lewis CR, Staudinger K, Scheck L, Olive MF.;2013;Front Psychiatry;The Effects of Maternal Separation on Adult Methamphetamine Self-Administration, Extinction, Reinstatement, and MeCP2 Immunoreactivity in the Nucleus Accumbens.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1578;W;23785432;"Wang, H; Gondre-Lewis, MC";2013;PLOS ONE;Prenatal Nicotine and Maternal Deprivation Stress De-Regulate the Development of CA1, CA3, and Dentate Gyrus Neurons in Hippocampus of Infant Rats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1526;W;23786443;"Naef, L; Gratton, A; Walker, CD";2013;STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS;Exposure to high fat during early development impairs adaptations in dopamine and neuroendocrine responses to repeated stress;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1635;W;23789221;"Nam, Y; Lee, D";2013;JOURNAL OF TRADITIONAL CHINESE MEDICINE;Ameliorating effect of Zhizi (Fructus Gardeniae) extract and its glycosides on scopolamine-induced memory impairment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1595;W;23792810;"Carini, LM; Murgatroyd, CA; Nephew, BC";2013;JOVE-JOURNAL OF VISUALIZED EXPERIMENTS;Using Chronic Social Stress to Model Postpartum Depression in Lactating Rodents;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1596;W;23793222;"Tung, VWK; Di Marco, S; Lim, R; Brichta, AM; Camp, AJ";2013;JOVE-JOURNAL OF VISUALIZED EXPERIMENTS;An Isolated Semi-intact Preparation of the Mouse Vestibular Sensory Epithelium for Electrophysiology and High-resolution Two-photon Microscopy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1571;W;23803166;"Monsef-Esfahani, HR; Amini, M; Goodarzi, N; Saiedmohammadi, F; Hajiaghaee, R; Faramarzi, MA; Tofighi, Z; Ghahremani, MH";2013;DARU-JOURNAL OF PHARMACEUTICAL SCIENCES;Coumarin compounds of Biebersteinia multifida roots show potential anxiolytic effects in mice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1529;W;23806775;"Gill, KE; Beveridge, TJR; Smith, HR; Porrino, LJ";2013;BRAIN RESEARCH;The effects of rearing environment and chronic methylphenidate administration on behavior and dopamine receptors in adolescent rats;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6268;P;23826356;León Rodríguez DA, Dueñas Z.;2013;PLoS One;Maternal Separation during Breastfeeding Induces Gender-Dependent Changes in Anxiety and the GABA-A Receptor Alpha-Subunit in Adult Wistar Rats.;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1532;W;23827889;"Workman, JL; Crozier, T; Lieblich, SE; Galea, LAM";2013;HORMONES AND BEHAVIOR;Reproductive experience does not persistently alter prefrontal cortical-dependent learning but does alter strategy use dependent on estrous phase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6270;P;23831188;Nair AM, Tsai YT, Shah KM, Shen J, Weng H, Zhou J, Sun X, Saxena R, Borrelli J Jr, Tang L.;2013;Biomaterials;The effect of erythropoietin on autologous stem cell-mediated bone regeneration.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1454;W;23831253;"Bernard, PB; Castano, AM; O'Leary, H; Simpson, K; Browning, MD; Benke, TA";2013;NEUROBIOLOGY OF DISEASE;Phosphorylation of FMRP and alterations of FMRP complex underlie enhanced mLTD in adult rats triggered by early life seizures;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1479;W;23835045;"Wright, JA; Smith, RC; Li, XH; Craig, NL; Atkinson, PW";2013;INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY;IPB7 transposase behavior in Drosophila melanogaster and Aedes aegypti;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1507;W;23838101;"Daskalakis, NP; Bagot, RC; Parker, KJ; Vinkers, CH; de Kloet, ER";2013;PSYCHONEUROENDOCRINOLOGY;The three-hit concept of vulnerability and resilience: Toward understanding adaptation to early-life adversity outcome;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1463;W;23838393;"Schmidt, MV; Abraham, WC; Maroun, M; Stork, O; Richter-Levin, G";2013;NEUROSCIENCE;STRESS-INDUCED METAPLASTICITY: FROM SYNAPSES TO BEHAVIOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1549;W;23843538;"Baldini, S; Restani, L; Baroncelli, L; Coltelli, M; Franco, R; Cenni, MC; Maffei, L; Berardi, N";2013;JOURNAL OF NEUROSCIENCE;Enriched Early Life Experiences Reduce Adult Anxiety-Like Behavior in Rats: A Role for Insulin-Like Growth Factor 1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1554;W;23845548;"Shin, SC; Lee, DU";2013;CHINESE JOURNAL OF NATURAL MEDICINES;Ameliorating effect of new constituents from the hooks of Uncaria rhynchophylla on scopolamine-induced memory impairment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1425;W;23846327;"Reid, AK; Rapport, HF; Le, TA";2013;LEARNING & BEHAVIOR;Why don't guiding cues always guide in behavior chains?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1551;W;23847501;"Chaby, LE; Cavigelli, SA; White, A; Wang, K; Braithwaite, VA";2013;FRONTIERS IN HUMAN NEUROSCIENCE;Long-term changes in cognitive bias and coping response as a result of chronic unpredictable stress during adolescence;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1480;W;23850096;"Burke, NN; Llorente, R; Marco, EM; Tong, K; Finn, DP; Viveros, MP; Roche, M";2013;JOURNAL OF PAIN;Maternal Deprivation Is Associated With Sex-Dependent Alterations in Nociceptive Behavior and Neuroinflammatory Mediators in the Rat Following Peripheral Nerve Injury;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1485;W;23850503;"Freund, N; Thompson, BS; Denormandie, J; Vaccarro, K; Andersen, SL";2013;NEUROSCIENCE;WINDOWS OF VULNERABILITY: MATERNAL SEPARATION, AGE, AND FLUOXETINE ON ADOLESCENT DEPRESSIVE-LIKE BEHAVIOR IN RATS;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1474;W;23860279;"Plescia, F; Marino, RAM; Cannizzaro, E; Brancato, A; Cannizzaro, C";2013;BEHAVIOURAL PROCESSES;The role of pregnenolone sulphate in spatial orientation-acquisition and retention: An interplay between cognitive potentiation and mood regulation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1473;W;23860281;"Abe, H; Nagao, K; Nakamura, A; Inoue-Murayama, M";2013;BEHAVIOURAL PROCESSES;Differences in responses to repeated fear-relevant stimuli between Nagoya and White Leghorn chicks;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1351;W;23861074;"Zhang, ZH; Fei, PG; Mu, JL; Li, WQ; Song, JG";2014;NEUROLOGICAL SCIENCES;Hippocampal expression of aryl hydrocarbon receptor nuclear translocator 2 and neuronal PAS domain protein 4 in a rat model of depression;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1323;W;23865588;"Seltzer, LJ; Ziegler, T; Connolly, MJ; Prososki, AR; Pollak, SD";2014;CHILD DEVELOPMENT;Stress-Induced Elevation of Oxytocin in Maltreated Children: Evolution, Neurodevelopment, and Social Behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1397;W;23867339;"Proetzel, G; Roopenian, DC";2014;METHODS;Humanized FcRn mouse models for evaluating pharmacokinetics of human IgG antibodies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1439;W;23867635;"Pereda-Perez, I; Popovic, N; Otalora, BB; Popovic, M; Madrid, JA; Rol, MA; Venero, C";2013;NEUROBIOLOGY OF LEARNING AND MEMORY;Long-term social isolation in the adulthood results in CM shrinkage and cognitive impairment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5880;P;23869709;Leigh EG, O'Dea A, Vermeij GJ.;2014;Biol Rev Camb Philos Soc;Historical biogeography of the Isthmus of Panama.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1494;W;23872358;"Mahony, SMO; Clarke, G; McKernan, DP; Bravo, JA; Dinan, TG; Cryan, JF";2013;BEHAVIOURAL BRAIN RESEARCH;Differential visceral nociceptive, behavioural and neurochemical responses to an immune challenge in the stress-sensitive Wistar Kyoto rat strain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5881;P;23880214;Williams SK, Johns JM.;2014;Pharmacol Biochem Behav;Prenatal and gestational cocaine exposure: Effects on the oxytocin system and social behavior with implications for addiction.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
